STATE_PUMA,CONTAINS
28|||01000,Brooksville Town
28|||01000,Caledonia Town
28|||01000,Columbus AFB CDP
28|||01000,Columbus City
28|||01000,Crawford Town
28|||01000,Gattman Village
28|||01000,Hatley Town
28|||01000,Lowndes County
28|||01000,Macon City
28|||01000,Monroe County
28|||01000,Nettleton Town (part)
28|||01000,New Hope CDP
28|||01000,Noxubee County
28|||01000,Remainder of Lowndes County
28|||01000,Remainder of Monroe County
28|||01000,Remainder of Noxubee County
28|||01000,Shuqualak Town
28|||01000,Smithville Town
28|||01100,Bogue Chitto CDP (part)
28|||01100,Chunky Town
28|||01100,Clarke County
28|||01100,Collinsville CDP
28|||01100,Conehatta CDP
28|||01100,Decatur Town
28|||01100,De Kalb Town
28|||01100,Enterprise Town
28|||01100,Hickory Town
28|||01100,Kemper County
28|||01100,Lake Town (part)
28|||01100,Lauderdale County
28|||01100,Marion Town
28|||01100,Meridian City
28|||01100,Meridian Station CDP
28|||01100,Nellieburg CDP
28|||01100,Newton City
28|||01100,Newton County
28|||01100,Pachuta Town
28|||01100,Quitman City
28|||01100,Remainder of Clarke County
28|||01100,Remainder of Kemper County
28|||01100,Remainder of Lauderdale County
28|||01100,Remainder of Newton County
28|||01100,Scooba Town
28|||01100,Shubuta Town
28|||01100,Stonewall Town
28|||01100,Union Town (part)
28|||01200,Bay Springs City
28|||01200,Bogue Chitto CDP (part)
28|||01200,Carthage City
28|||01200,Forest City
28|||01200,Heidelberg Town
28|||01200,Jasper County
28|||01200,Lake Town (part)
28|||01200,Leake County
28|||01200,Lena Town
28|||01200,Louin Town
28|||01200,Mize Town
28|||01200,Montrose Town
28|||01200,Morton City
28|||01200,Neshoba County
28|||01200,Pearl River CDP
28|||01200,Philadelphia City
28|||01200,Polkville Village
28|||01200,Raleigh Town
28|||01200,Redwater CDP
28|||01200,Remainder of Jasper County
28|||01200,Remainder of Leake County
28|||01200,Remainder of Neshoba County
28|||01200,Remainder of Scott County
28|||01200,Remainder of Smith County
28|||01200,Scott County
28|||01200,Sebastopol Town
28|||01200,Smith County
28|||01200,Standing Pine CDP
28|||01200,Sylvarena Village
28|||01200,Taylorsville Town
28|||01200,Tucker CDP
28|||01200,Union Town (part)
28|||01200,Walnut Grove Town
28|||01300,Brandon City
28|||01300,Florence Town
28|||01300,Flowood City
28|||01300,Jackson City (part)
28|||01300,Pearl City
28|||01300,Pelahatchie Town
28|||01300,Puckett Village
28|||01300,Rankin County
28|||01300,Remainder of Rankin County
28|||01300,Richland City
28|||01400,Hinds County (part)
28|||01400,Jackson City (part)
28|||01500,Bolton Town
28|||01500,Byram CDP
28|||01500,Canton City
28|||01500,Clinton City
28|||01500,Edwards Town
28|||01500,Flora Town
28|||01500,Hinds County (part)
28|||01500,Jackson City (part)
28|||01500,Learned Town
28|||01500,Madison City
28|||01500,Madison County
28|||01500,Raymond City
28|||01500,Remainder of Hinds County
28|||01500,Remainder of Madison County
28|||01500,Ridgeland City
28|||01500,Terry Town
28|||01500,Utica Town
28|||01600,Anguilla Town
28|||01600,Bentonia Town
28|||01600,Cary Town
28|||01600,Cruger Town
28|||01600,Durant City
28|||01600,Eden Village
28|||01600,Goodman Town
28|||01600,Holmes County
28|||01600,Issaquena County
28|||01600,Lexington City
28|||01600,Mayersville Town
28|||01600,Pickens Town
28|||01600,Remainder of Holmes County
28|||01600,Remainder of Issaquena County
28|||01600,Remainder of Sharkey County
28|||01600,Remainder of Warren County
28|||01600,Remainder of Yazoo County
28|||01600,Rolling Fork City
28|||01600,Satartia Village
28|||01600,Sharkey County
28|||01600,Tchula Town
28|||01600,Vicksburg City
28|||01600,Warren County
28|||01600,West Town
28|||01600,Yazoo City City
28|||01600,Yazoo County
28|||01700,Bassfield Town
28|||01700,Beauregard Village
28|||01700,Braxton Village
28|||01700,Brookhaven City
28|||01700,Claiborne County
28|||01700,Collins City
28|||01700,Copiah County
28|||01700,Covington County
28|||01700,Crystal Springs City
28|||01700,D'Lo Town
28|||01700,Fayette City
28|||01700,Georgetown Town
28|||01700,Hazlehurst City
28|||01700,Jefferson County
28|||01700,Jefferson Davis County
28|||01700,Lawrence County
28|||01700,Lincoln County
28|||01700,Magee City
28|||01700,Mendenhall City
28|||01700,Monticello Town
28|||01700,Mount Olive Town
28|||01700,New Hebron Town
28|||01700,Port Gibson City
28|||01700,Prentiss Town
28|||01700,Remainder of Claiborne County
28|||01700,Remainder of Copiah County
28|||01700,Remainder of Covington County
28|||01700,Remainder of Jefferson County
28|||01700,Remainder of Jefferson Davis County
28|||01700,Remainder of Lawrence County
28|||01700,Remainder of Lincoln County
28|||01700,Remainder of Simpson County
28|||01700,Seminary Town
28|||01700,Silver Creek Town
28|||01700,Simpson County
28|||01700,Wesson Town
28|||01800,Beaumont Town
28|||01800,Ellisville City
28|||01800,Greene County
28|||01800,Jones County
28|||01800,Laurel City
28|||01800,Leakesville Town
28|||01800,McLain Town
28|||01800,New Augusta Town
28|||01800,Perry County
28|||01800,Remainder of Greene County
28|||01800,Remainder of Jones County
28|||01800,Remainder of Perry County
28|||01800,Remainder of Wayne County
28|||01800,Richton Town
28|||01800,Sandersville Town
28|||01800,Soso Town
28|||01800,State Line Town (part)
28|||01800,Wayne County
28|||01800,Waynesboro City
28|||01900,Forrest County
28|||01900,Hattiesburg City (part)
28|||01900,Lamar County
28|||01900,Lumberton City (part)
28|||01900,Petal City
28|||01900,Purvis City
28|||01900,Remainder of Forrest County
28|||01900,Remainder of Lamar County
28|||01900,Sumrall Town
28|||01900,West Hattiesburg CDP
28|||02000,Adams County
28|||02000,Amite County
28|||02000,Bude Town
28|||02000,Centreville Town (part)
28|||02000,Columbia City
28|||02000,Crosby Town (part)
28|||02000,Franklin County
28|||02000,Gloster Town
28|||02000,Liberty Town
28|||02000,Magnolia City
28|||02000,Marion County
28|||02000,McComb City
28|||02000,Meadville Town
28|||02000,Natchez City
28|||02000,Osyka Town
28|||02000,Pike County
28|||02000,Remainder of Adams County
28|||02000,Remainder of Amite County
28|||02000,Remainder of Franklin County
28|||02000,Remainder of Marion County
28|||02000,Remainder of Pike County
28|||02000,Remainder of Walthall County
28|||02000,Remainder of Wilkinson County
28|||02000,Roxie Town
28|||02000,Summit Town
28|||02000,Tylertown Town
28|||02000,Walthall County
28|||02000,Wilkinson County
28|||02000,Woodville Town
28|||02100,Bay St. Louis City
28|||02100,Diamondhead CDP
28|||02100,George County
28|||02100,Hancock County
28|||02100,Kiln CDP
28|||02100,Lucedale City
28|||02100,Lumberton City (part)
28|||02100,Pearlington CDP
28|||02100,Pearl River County
28|||02100,Picayune City
28|||02100,Poplarville City
28|||02100,Remainder of George County
28|||02100,Remainder of Hancock County
28|||02100,Remainder of Pearl River County
28|||02100,Remainder of Stone County
28|||02100,Shoreline Park CDP
28|||02100,Stone County
28|||02100,Waveland City
28|||02100,Wiggins City
28|||02200,Biloxi City
28|||02200,D'Iberville City
28|||02200,Gulfport City
28|||02200,Harrison County
28|||02200,Long Beach City
28|||02200,Lyman CDP
28|||02200,Pass Christian City
28|||02200,Remainder of Harrison County
28|||02200,Saucier CDP
28|||02300,Big Point CDP
28|||02300,Escatawpa CDP
28|||02300,Gautier City
28|||02300,Gulf Hills CDP
28|||02300,Gulf Park Estates CDP
28|||02300,Helena CDP
28|||02300,Hickory Hills CDP
28|||02300,Hurley CDP
28|||02300,Jackson County
28|||02300,Latimer CDP
28|||02300,Moss Point City
28|||02300,Ocean Springs City
28|||02300,Pascagoula City
28|||02300,Remainder of Jackson County
28|||02300,St. Martin CDP
28|||02300,Vancleave CDP
28|||02300,Wade CDP
29|||00100,Adams Township
29|||00100,Albany City
29|||00100,Allendale Town
29|||00100,Allen Township
29|||00100,Altamont Village (part)
29|||00100,Amity Town
29|||00100,Arkoe Town
29|||00100,Atchison County
29|||00100,Atchison Township
29|||00100,Athens Township
29|||00100,Barnard City
29|||00100,Benton Township
29|||00100,Bethany City
29|||00100,Bethany Township
29|||00100,Bigelow Township
29|||00100,Bigelow Village
29|||00100,Big Lake Village (part)
29|||00100,Blue Mound Township
29|||00100,Blythedale Village
29|||00100,Bogle Township
29|||00100,Braymer City
29|||00100,Breckenridge City
29|||00100,Breckenridge Township
29|||00100,Brimson Village
29|||00100,Buchanan Township
29|||00100,Burlington Junction City
29|||00100,Butler Township
29|||00100,Cainsville City
29|||00100,Caldwell County
29|||00100,Camden Township
29|||00100,Cameron City (part)
29|||00100,Chillicothe City (part)
29|||00100,Chillicothe Township
29|||00100,Chula City
29|||00100,Clarksdale City
29|||00100,Clark Township
29|||00100,Clay Township
29|||00100,Clearmont City
29|||00100,Clyde Village
29|||00100,Coffey City
29|||00100,Colfax Township
29|||00100,Conception Junction Town
29|||00100,Cooper Township
29|||00100,Corning Town
29|||00100,Cowgill City
29|||00100,Craig City
29|||00100,Cream Ridge Township
29|||00100,Cypress Township
29|||00100,Dale Township
29|||00100,Dallas Township
29|||00100,Darlington Village
29|||00100,Daviess County
29|||00100,Davis Township
29|||00100,DeKalb County
29|||00100,Denver Village
29|||00100,Eagleville Town (part)
29|||00100,Elmo City
29|||00100,Fairfax City
29|||00100,Fairview Township
29|||00100,Fletchall Township
29|||00100,Forbes Township
29|||00100,Forest City City (part)
29|||00100,Forest Township
29|||00100,Fortescue Town
29|||00100,Fox Creek Township
29|||00100,Franklin Township
29|||00100,Gallatin City
29|||00100,Galt City
29|||00100,Gentry County
29|||00100,Gentry Village
29|||00100,Gilman City City (part)
29|||00100,Gomer Township
29|||00100,Graham Town
29|||00100,Grand River Township
29|||00100,Grant City Town
29|||00100,Grant Township
29|||00100,Greene Township
29|||00100,Green Township
29|||00100,Grundy County
29|||00100,Guilford Town
29|||00100,Hamilton City
29|||00100,Hamilton Township
29|||00100,Harrison County
29|||00100,Harrison Township
29|||00100,Hickory Township
29|||00100,Holt County
29|||00100,Hopkins City
29|||00100,Hopkins Township
29|||00100,Howard Township
29|||00100,Huggins Township
29|||00100,Hughes Township
29|||00100,Independence Township
29|||00100,Irena Village
29|||00100,Jackson Township
29|||00100,Jameson Town
29|||00100,Jamesport City
29|||00100,Jamesport Township
29|||00100,Jefferson Township
29|||00100,Kidder City
29|||00100,Kidder Township
29|||00100,King City City
29|||00100,Kingston City
29|||00100,Kingston Township
29|||00100,Laredo City
29|||00100,Lewis Township
29|||00100,Liberty Township
29|||00100,Lincoln Township
29|||00100,Lindley Township
29|||00100,Livingston County
29|||00100,Lock Springs Village
29|||00100,Ludlow Town
29|||00100,Madison Township
29|||00100,Maitland City
29|||00100,Marion Township
29|||00100,Maryville City
29|||00100,Maysville City
29|||00100,McFall City
29|||00100,Medicine Township
29|||00100,Mercer County
29|||00100,Mercer Town
29|||00100,Middlefork Township
29|||00100,Miller Township
29|||00100,Minton Township
29|||00100,Mirabile Township
29|||00100,Monroe Township
29|||00100,Mooresville Township
29|||00100,Mooresville Village
29|||00100,Morgan Township
29|||00100,Mound City City
29|||00100,Mount Moriah Town
29|||00100,Myers Township
29|||00100,New Hampton City
29|||00100,New York Township
29|||00100,Nishnabotna Township
29|||00100,Nodaway County
29|||00100,Nodaway Township
29|||00100,Oregon City
29|||00100,Osborn City (part)
29|||00100,Parnell City
29|||00100,Pattonsburg City (part)
29|||00100,Pickering Town
29|||00100,Polk Township
29|||00100,Polo City
29|||00100,Princeton City
29|||00100,Quitman Town
29|||00100,Ravanna Township
29|||00100,Ravenwood Town
29|||00100,Remainder of Adams Township
29|||00100,Remainder of Allen Township
29|||00100,Remainder of Atchison Township
29|||00100,Remainder of Athens Township
29|||00100,Remainder of Benton Township
29|||00100,Remainder of Bethany Township
29|||00100,Remainder of Bigelow Township
29|||00100,Remainder of Bogle Township
29|||00100,Remainder of Breckenridge Township
29|||00100,Remainder of Camden Township
29|||00100,Remainder of Chillicothe Township
29|||00100,Remainder of Clark Township
29|||00100,Remainder of Clay Township
29|||00100,Remainder of Colfax Township
29|||00100,Remainder of Cooper Township
29|||00100,Remainder of Cream Ridge Township
29|||00100,Remainder of Davis Township
29|||00100,Remainder of Fletchall Township
29|||00100,Remainder of Forest Township
29|||00100,Remainder of Franklin Township
29|||00100,Remainder of Grand River Township
29|||00100,Remainder of Grant Township
29|||00100,Remainder of Green Township
29|||00100,Remainder of Hamilton Township
29|||00100,Remainder of Hopkins Township
29|||00100,Remainder of Hughes Township
29|||00100,Remainder of Independence Township
29|||00100,Remainder of Jackson Township
29|||00100,Remainder of Jamesport Township
29|||00100,Remainder of Jefferson Township
29|||00100,Remainder of Kidder Township
29|||00100,Remainder of Kingston Township
29|||00100,Remainder of Lewis Township
29|||00100,Remainder of Liberty Township
29|||00100,Remainder of Lincoln Township
29|||00100,Remainder of Madison Township
29|||00100,Remainder of Marion Township
29|||00100,Remainder of Middlefork Township
29|||00100,Remainder of Miller Township
29|||00100,Remainder of Minton Township
29|||00100,Remainder of Monroe Township
29|||00100,Remainder of Mooresville Township
29|||00100,Remainder of Morgan Township
29|||00100,Remainder of Nishnabotna Township
29|||00100,Remainder of Nodaway Township
29|||00100,Remainder of Polk Township
29|||00100,Remainder of Rich Hill Township
29|||00100,Remainder of Salem Township
29|||00100,Remainder of Smith Township
29|||00100,Remainder of Sugar Creek Township
29|||00100,Remainder of Tarkio Township
29|||00100,Remainder of Taylor Township
29|||00100,Remainder of Templeton Township
29|||00100,Remainder of Trail Creek Township
29|||00100,Remainder of Trenton Township
29|||00100,Remainder of Union Township
29|||00100,Remainder of Washington Township
29|||00100,Remainder of Wheeling Township
29|||00100,Remainder of White Cloud Township
29|||00100,Remainder of White Oak Township
29|||00100,Remainder of Wilson Township
29|||00100,Rich Hill Township
29|||00100,Ridgeway City (part)
29|||00100,Rockford Township
29|||00100,Rock Port City (part)
29|||00100,Salem Township
29|||00100,Sampsel Township
29|||00100,Sheridan Town
29|||00100,Sheridan Township
29|||00100,Sherman Township
29|||00100,Skidmore City
29|||00100,Smith Township
29|||00100,Somerset Township
29|||00100,South Lineville Town
29|||00100,Spickard City
29|||00100,Stanberry City
29|||00100,Stewartsville City
29|||00100,Sugar Creek Township
29|||00100,Tarkio City
29|||00100,Tarkio Township
29|||00100,Taylor Township
29|||00100,Templeton Township
29|||00100,Tindall Town
29|||00100,Trail Creek Township
29|||00100,Trenton City
29|||00100,Trenton Township
29|||00100,Union Star Town
29|||00100,Union Township
29|||00100,Utica Village
29|||00100,Washington Township
29|||00100,Watson Village
29|||00100,Weatherby Town
29|||00100,Westboro City
29|||00100,Wheeling City
29|||00100,Wheeling Township
29|||00100,White Cloud Township
29|||00100,White Oak Township
29|||00100,Wilson Township
29|||00100,Winston Village
29|||00100,Worth County
29|||00100,Worth Town
29|||00200,Agency Township
29|||00200,Agency Village
29|||00200,Amazonia Village
29|||00200,Andrew County
29|||00200,Benton Township
29|||00200,Bloomington Township
29|||00200,Bolckow City
29|||00200,Buchanan County
29|||00200,Center Township
29|||00200,Clay Township
29|||00200,Cosby Village
29|||00200,Country Club Village
29|||00200,Crawford Township
29|||00200,Dearborn City (part)
29|||00200,De Kalb Town
29|||00200,Easton City
29|||00200,Empire Township
29|||00200,Fillmore City
29|||00200,Gower City (part)
29|||00200,Jackson Township
29|||00200,Jefferson Township
29|||00200,Lake Township
29|||00200,Lewis and Clark Village Town
29|||00200,Lincoln Township
29|||00200,Marion Township
29|||00200,Monroe Township
29|||00200,Nodaway Township
29|||00200,Platte Township
29|||00200,Rea City
29|||00200,Remainder of Agency Township
29|||00200,Remainder of Benton Township
29|||00200,Remainder of Bloomington Township
29|||00200,Remainder of Center Township
29|||00200,Remainder of Jackson Township
29|||00200,Remainder of Jefferson Township
29|||00200,Remainder of Lincoln Township
29|||00200,Remainder of Marion Township
29|||00200,Remainder of Monroe Township
29|||00200,Remainder of Nodaway Township
29|||00200,Remainder of Platte Township
29|||00200,Remainder of Rush Township
29|||00200,Remainder of Washington Township
29|||00200,Remainder of Wayne Township
29|||00200,Rochester Township
29|||00200,Rosendale City
29|||00200,Rush Township
29|||00200,Rushville Town
29|||00200,Savannah City
29|||00200,St. Joseph City (part)
29|||00200,Tremont Township
29|||00200,Washington Township
29|||00200,Wayne Township
29|||00300,Adair County
29|||00300,Alexandria City
29|||00300,Arbela Town
29|||00300,Atlanta City
29|||00300,Baker Township
29|||00300,Baring City
29|||00300,Bee Ridge Township
29|||00300,Benton Township
29|||00300,Bethel Township
29|||00300,Bethel Village
29|||00300,Bevier City
29|||00300,Bevier Township
29|||00300,Black Creek Township
29|||00300,Bourbon Township
29|||00300,Bowman Township
29|||00300,Brashear City
29|||00300,Brookfield City
29|||00300,Brookfield Township
29|||00300,Browning City (part)
29|||00300,Buchanan Township
29|||00300,Bucklin City
29|||00300,Bucklin Township
29|||00300,Callao City
29|||00300,Callao Township
29|||00300,Canton City
29|||00300,Canton Township
29|||00300,Center Township
29|||00300,Chariton Township
29|||00300,Clarence City
29|||00300,Clark County
29|||00300,Clay Township
29|||00300,Colony Township
29|||00300,Des Moines Township
29|||00300,Dickerson Township
29|||00300,Downing City
29|||00300,Drake Township
29|||00300,Duncan Township
29|||00300,Eagle Township
29|||00300,Easley Township
29|||00300,Edina City
29|||00300,Elmer City (part)
29|||00300,Elm Township
29|||00300,Enterprise Township
29|||00300,Ethel Town (part)
29|||00300,Ewing City
29|||00300,Fabius Township
29|||00300,Folker Township
29|||00300,Gibbs Village
29|||00300,Glenwood Township
29|||00300,Glenwood Village
29|||00300,Granger Village
29|||00300,Grantsville Township
29|||00300,Grant Township
29|||00300,Greencastle City
29|||00300,Green City City
29|||00300,Greensburg Township
29|||00300,Greentop City (part)
29|||00300,Harrison Township
29|||00300,Harris Town
29|||00300,Highland Township
29|||00300,Hudson Township
29|||00300,Humphreys Village
29|||00300,Hunnewell City
29|||00300,Hurdland City
29|||00300,Independence Township
29|||00300,Jackson Township
29|||00300,Jeddo Township
29|||00300,Jefferson Township
29|||00300,Johnson Township
29|||00300,Johnston Township
29|||00300,Kahoka City
29|||00300,Kirksville City
29|||00300,Knox City City
29|||00300,Knox County
29|||00300,La Belle City
29|||00300,La Belle Township
29|||00300,Laclede City
29|||00300,La Grange City
29|||00300,Lancaster City
29|||00300,La Plata City
29|||00300,La Plata Township
29|||00300,Lentner Township
29|||00300,Leonard Village
29|||00300,Lewis County
29|||00300,Lewistown Town
29|||00300,Liberty Township
29|||00300,Lincoln Township
29|||00300,Lingo Township
29|||00300,Linn County
29|||00300,Linneus City
29|||00300,Livonia Village
29|||00300,Locust Creek Township
29|||00300,Lucerne Village
29|||00300,Luray Village
29|||00300,Lyda Township
29|||00300,Lyon Township
29|||00300,Macon City
29|||00300,Macon County
29|||00300,Madison Township
29|||00300,Marceline City (part)
29|||00300,Marceline Township
29|||00300,Meadville City
29|||00300,Medicine Township
29|||00300,Memphis City
29|||00300,Middle Fork Township
29|||00300,Milan City
29|||00300,Millard Village
29|||00300,Miller Township
29|||00300,Monticello Village
29|||00300,Morris Township
29|||00300,Morrow Township
29|||00300,Mount Pleasant Township
29|||00300,Myrtle Township
29|||00300,Narrows Township
29|||00300,Newark Village
29|||00300,New Cambria City
29|||00300,Newtown Town
29|||00300,Nineveh Township
29|||00300,North River Township
29|||00300,North Salem Township
29|||00300,Novelty Village
29|||00300,Novinger City
29|||00300,Osgood Village
29|||00300,Parson Creek Township
29|||00300,Penn Township
29|||00300,Pettis Township
29|||00300,Pleasant Hill Township
29|||00300,Polk Township
29|||00300,Pollock Village
29|||00300,Powersville Village
29|||00300,Prairie Township
29|||00300,Purdin City
29|||00300,Putnam County
29|||00300,Queen City City
29|||00300,Reddish Township
29|||00300,Remainder of Benton Township
29|||00300,Remainder of Bethel Township
29|||00300,Remainder of Bevier Township
29|||00300,Remainder of Black Creek Township
29|||00300,Remainder of Bowman Township
29|||00300,Remainder of Brookfield Township
29|||00300,Remainder of Bucklin Township
29|||00300,Remainder of Callao Township
29|||00300,Remainder of Canton Township
29|||00300,Remainder of Clay Township
29|||00300,Remainder of Des Moines Township
29|||00300,Remainder of Dickerson Township
29|||00300,Remainder of Duncan Township
29|||00300,Remainder of Easley Township
29|||00300,Remainder of Elm Township
29|||00300,Remainder of Fabius Township
29|||00300,Remainder of Glenwood Township
29|||00300,Remainder of Grant Township
29|||00300,Remainder of Greensburg Township
29|||00300,Remainder of Harrison Township
29|||00300,Remainder of Highland Township
29|||00300,Remainder of Hudson Township
29|||00300,Remainder of Jackson Township
29|||00300,Remainder of Jefferson Township
29|||00300,Remainder of La Belle Township
29|||00300,Remainder of La Plata Township
29|||00300,Remainder of Liberty Township
29|||00300,Remainder of Lincoln Township
29|||00300,Remainder of Lingo Township
29|||00300,Remainder of Locust Creek Township
29|||00300,Remainder of Lyda Township
29|||00300,Remainder of Lyon Township
29|||00300,Remainder of Marceline Township
29|||00300,Remainder of Medicine Township
29|||00300,Remainder of Myrtle Township
29|||00300,Remainder of Nineveh Township
29|||00300,Remainder of Parson Creek Township
29|||00300,Remainder of Penn Township
29|||00300,Remainder of Pettis Township
29|||00300,Remainder of Polk Township
29|||00300,Remainder of Prairie Township
29|||00300,Remainder of Salt River Township
29|||00300,Remainder of Sand Hill Township
29|||00300,Remainder of Sweet Home Township
29|||00300,Remainder of Taylor Township
29|||00300,Remainder of Thomson Township
29|||00300,Remainder of Union Township
29|||00300,Remainder of Vernon Township
29|||00300,Remainder of Walnut Creek Township
29|||00300,Remainder of Washington Township
29|||00300,Remainder of White Township
29|||00300,Remainder of Wilson Township
29|||00300,Remainder of Wyaconda Township
29|||00300,Remainder of York Township
29|||00300,Revere Town
29|||00300,Richland Township
29|||00300,Round Grove Township
29|||00300,Russell Township
29|||00300,Rutledge Town
29|||00300,Salem Township
29|||00300,Salt River Township
29|||00300,Sand Hill Township
29|||00300,Schuyler County
29|||00300,Scotland County
29|||00300,Shelbina City
29|||00300,Shelby County
29|||00300,Shelbyville City
29|||00300,Shelton Township
29|||00300,Sherman Township
29|||00300,South Gifford Village
29|||00300,South Gorin Town
29|||00300,Sullivan County
29|||00300,Sweet Home Township
29|||00300,Taylor Township
29|||00300,Ten Mile Township
29|||00300,Thomson Township
29|||00300,Tiger Fork Township
29|||00300,Tobin Township
29|||00300,Union Township
29|||00300,Unionville City (part)
29|||00300,Valley Township
29|||00300,Vernon Township
29|||00300,Vest Township
29|||00300,Walnut Creek Township
29|||00300,Walnut Township
29|||00300,Washington Township
29|||00300,Wayland City
29|||00300,White Township
29|||00300,Wilson Township
29|||00300,Worthington Village
29|||00300,Wyaconda City (part)
29|||00300,Wyaconda Township
29|||00300,Yellow Creek Township
29|||00300,York Township
29|||00400,Annada Village
29|||00400,Ashburn Town
29|||00400,Ashley Township
29|||00400,Bear Creek Township
29|||00400,Bellflower City
29|||00400,Bowling Green City
29|||00400,Buffalo Township
29|||00400,Cairo Township
29|||00400,Cairo Village
29|||00400,Calumet Township
29|||00400,Center City
29|||00400,Center Township
29|||00400,Chariton Township
29|||00400,Clark City
29|||00400,Clarksville City
29|||00400,Clay Township
29|||00400,Clifton Hill City
29|||00400,Clifton Township
29|||00400,Cuivre Township
29|||00400,Curryville City
29|||00400,Danville Township
29|||00400,Eolia Village
29|||00400,Fabius Township
29|||00400,Florida Village
29|||00400,Frankford City
29|||00400,Hannibal City (part)
29|||00400,Hartford Township
29|||00400,Higbee City
29|||00400,High Hill City
29|||00400,Holliday Village
29|||00400,Huntsville City
29|||00400,Indian Creek Township
29|||00400,Indian Township
29|||00400,Jackson Township
29|||00400,Jacksonville Village
29|||00400,Jasper Township
29|||00400,Jefferson Township
29|||00400,Jonesburg City
29|||00400,Liberty Township
29|||00400,Louisiana City
29|||00400,Loutre Township
29|||00400,Madison City
29|||00400,Marion County
29|||00400,Marion Township
29|||00400,Mason Township
29|||00400,McKittrick Town
29|||00400,Middletown Town
29|||00400,Miller Township
29|||00400,Moberly City (part)
29|||00400,Moniteau Township
29|||00400,Monroe City City (part)
29|||00400,Monroe County
29|||00400,Monroe Township
29|||00400,Montgomery City City
29|||00400,Montgomery County
29|||00400,Montgomery Township
29|||00400,New Florence City
29|||00400,New London City
29|||00400,North Sugar Creek Township
29|||00400,Palmyra City
29|||00400,Paris City
29|||00400,Paynesville Village
29|||00400,Peno Township
29|||00400,Perry City
29|||00400,Pike County
29|||00400,Prairie Township
29|||00400,Prairieville Township
29|||00400,Ralls County
29|||00400,Randolph County
29|||00400,Remainder of Bear Creek Township
29|||00400,Remainder of Buffalo Township
29|||00400,Remainder of Cairo Township
29|||00400,Remainder of Calumet Township
29|||00400,Remainder of Center Township
29|||00400,Remainder of Clay Township
29|||00400,Remainder of Clifton Township
29|||00400,Remainder of Cuivre Township
29|||00400,Remainder of Danville Township
29|||00400,Remainder of Jackson Township
29|||00400,Remainder of Jasper Township
29|||00400,Remainder of Jefferson Township
29|||00400,Remainder of Liberty Township
29|||00400,Remainder of Loutre Township
29|||00400,Remainder of Marion Township
29|||00400,Remainder of Mason Township
29|||00400,Remainder of Miller Township
29|||00400,Remainder of Moniteau Township
29|||00400,Remainder of Monroe Township
29|||00400,Remainder of Montgomery Township
29|||00400,Remainder of North Sugar Creek Township
29|||00400,Remainder of Peno Township
29|||00400,Remainder of Prairie Township
29|||00400,Remainder of Prairieville Township
29|||00400,Remainder of Saline Township
29|||00400,Remainder of Salt River Township
29|||00400,Remainder of Salt Springs Township
29|||00400,Remainder of South Sugar Creek Township
29|||00400,Remainder of Spencer Township
29|||00400,Remainder of Union Township
29|||00400,Remainder of Upper Loutre Township
29|||00400,Remainder of Warren Township
29|||00400,Renick Village
29|||00400,Rensselaer Village
29|||00400,Rhineland Town
29|||00400,Round Grove Township
29|||00400,Saline Township
29|||00400,Salt River Township
29|||00400,Salt Springs Township
29|||00400,Saverton Township
29|||00400,Silver Creek Township
29|||00400,South Fork Township
29|||00400,South River Township
29|||00400,South Sugar Creek Township
29|||00400,Spencer Township
29|||00400,Stoutsville Village
29|||00400,Tarrants Village
29|||00400,Union Township
29|||00400,Upper Loutre Township
29|||00400,Vandalia City (part)
29|||00400,Warren Township
29|||00400,Washington Township
29|||00400,Wellsville City
29|||00400,Woodlawn Township
29|||00500,Armstrong City
29|||00500,Audrain County
29|||00500,Auxvasse City
29|||00500,Auxvasse Township
29|||00500,Benton City Village
29|||00500,Blackwater City
29|||00500,Blackwater Township
29|||00500,Bonne Femme Township
29|||00500,Boonslick Township
29|||00500,Boonville City
29|||00500,Boonville Township
29|||00500,Bourbon Township
29|||00500,Bunceton City
29|||00500,Burris Fork Township
29|||00500,Burton Township
29|||00500,Caldwell Township
29|||00500,California City
29|||00500,Callaway County
29|||00500,Calwood Township
29|||00500,Cedar Township
29|||00500,Centertown Town
29|||00500,Centralia City (part)
29|||00500,Chariton Township
29|||00500,Clark Fork Township
29|||00500,Clarksburg City
29|||00500,Clark Township
29|||00500,Clear Creek Township
29|||00500,Cleveland Township
29|||00500,Cole County
29|||00500,Cooper County
29|||00500,Cote Sans Dessein Township
29|||00500,Cuivre Township
29|||00500,East Fulton Township
29|||00500,Farber City
29|||00500,Fayette City
29|||00500,Franklin City
29|||00500,Franklin Township
29|||00500,Fulton City (part)
29|||00500,Glasgow City (part)
29|||00500,Guthrie Township
29|||00500,Harrison Township
29|||00500,Holts Summit City
29|||00500,Howard County
29|||00500,Jackson Township
29|||00500,Jamestown Town
29|||00500,Jefferson City City (part)
29|||00500,Jefferson Township
29|||00500,Kelly Township
29|||00500,Kingdom City Village
29|||00500,Laddonia City (part)
29|||00500,Lake Mykee Town Village
29|||00500,Lamine Township
29|||00500,Lebanon Township
29|||00500,Liberty Township
29|||00500,Linn Township
29|||00500,Lohman City
29|||00500,Loutre Township
29|||00500,Lupus Town
29|||00500,Marion Township
29|||00500,Martinsburg Town
29|||00500,McCredie Township
29|||00500,Mexico City (part)
29|||00500,Mokane City
