STATE_PUMA,CONTAINS
42|||04302,East Bradford Township
42|||04302,East Brandywine Township
42|||04302,East Caln Township
42|||04302,East Goshen Township (part)
42|||04302,East Marlborough Township
42|||04302,Exton CDP
42|||04302,Lionville-Marchwood CDP
42|||04302,Newlin Township
42|||04302,Pennsbury Township
42|||04302,Pocopson Township
42|||04302,Remainder of Caln Township (part)
42|||04302,Remainder of Uwchlan Township
42|||04302,Remainder of West Goshen Township
42|||04302,Remainder of West Whiteland Township
42|||04302,Thornbury Township
42|||04302,Thorndale CDP
42|||04302,Upper Uwchlan Township
42|||04302,Uwchlan Township
42|||04302,West Bradford Township
42|||04302,West Chester borough
42|||04302,West Goshen CDP
42|||04302,West Goshen Township
42|||04302,Westtown Township
42|||04302,West Whiteland Township
42|||04303,Atglen borough
42|||04303,Avondale borough
42|||04303,Caln Township (part)
42|||04303,Chester County (part)
42|||04303,Coatesville City
42|||04303,East Fallowfield Township
42|||04303,East Nottingham Township
42|||04303,Elk Township
42|||04303,Elverson borough
42|||04303,Franklin Township
42|||04303,Highland Township
42|||04303,Honey Brook borough
42|||04303,Honey Brook Township
42|||04303,Kennett Square borough
42|||04303,Kennett Township
42|||04303,London Britain Township
42|||04303,Londonderry Township
42|||04303,London Grove Township
42|||04303,Lower Oxford Township
42|||04303,Modena borough
42|||04303,New Garden Township
42|||04303,New London Township
42|||04303,Oxford borough
42|||04303,Parkesburg borough
42|||04303,Penn Township
42|||04303,Remainder of Caln Township (part)
42|||04303,Remainder of New Garden Township
42|||04303,Sadsbury Township
42|||04303,South Coatesville borough
42|||04303,Toughkenamon CDP
42|||04303,Upper Oxford Township
42|||04303,Valley Township
42|||04303,Wallace Township
42|||04303,West Brandywine Township
42|||04303,West Caln Township
42|||04303,West Fallowfield Township
42|||04303,West Grove borough
42|||04303,West Marlborough Township
42|||04303,West Nantmeal Township
42|||04303,West Nottingham Township
42|||04303,West Sadsbury Township
44|||00100,Providence City
44|||00100,Providence County (part)
44|||00200,Cranston City
44|||00200,East Providence City
44|||00200,Johnston Town
44|||00200,Providence County (part)
44|||00300,Burrillville Town
44|||00300,Foster Town
44|||00300,Glocester Town
44|||00300,Greenville CDP
44|||00300,Harrisville CDP
44|||00300,North Smithfield Town
44|||00300,Pascoag CDP
44|||00300,Providence County (part)
44|||00300,Remainder of Burrillville Town
44|||00300,Remainder of Smithfield Town
44|||00300,Scituate Town
44|||00300,Smithfield Town
44|||00300,Woonsocket City
44|||00400,Central Falls City
44|||00400,Cumberland Hill CDP
44|||00400,Cumberland Town
44|||00400,Lincoln Town
44|||00400,North Providence CDP
44|||00400,North Providence Town
44|||00400,Pawtucket City
44|||00400,Providence County (part)
44|||00400,Remainder of Cumberland Town
44|||00400,Valley Falls CDP
44|||00500,Barrington CDP
44|||00500,Barrington Town
44|||00500,Bristol CDP
44|||00500,Bristol County
44|||00500,Bristol Town
44|||00500,Jamestown Town
44|||00500,Little Compton Town
44|||00500,Melville CDP (part)
44|||00500,Middletown Town
44|||00500,Newport City
44|||00500,Newport County (part)
44|||00500,Newport East CDP
44|||00500,Portsmouth Town
44|||00500,Remainder of Barrington Town
44|||00500,Remainder of Middletown Town
44|||00500,Remainder of Portsmouth Town
44|||00500,Remainder of Tiverton Town
44|||00500,Tiverton CDP
44|||00500,Tiverton Town
44|||00500,Warren Town
44|||00600,Coventry Town
44|||00600,East Greenwich Town
44|||00600,Kent County
44|||00600,Warwick City
44|||00600,West Greenwich Town
44|||00600,West Warwick CDP
44|||00600,West Warwick Town
44|||00700,Ashaway CDP
44|||00700,Bradford CDP
44|||00700,Charlestown Town
44|||00700,Exeter Town
44|||00700,Hope Valley CDP
44|||00700,Hopkinton Town
44|||00700,Kingston CDP
44|||00700,Narragansett Pier CDP
44|||00700,Narragansett Town
44|||00700,New Shoreham Town
44|||00700,North Kingstown Town
44|||00700,Remainder of Hopkinton Town
44|||00700,Remainder of Narragansett Town
44|||00700,Remainder of South Kingstown Town
44|||00700,Remainder of Westerly Town
44|||00700,Richmond Town
44|||00700,South Kingstown Town
44|||00700,Wakefield-Peacedale CDP
44|||00700,Washington County (part)
44|||00700,Westerly CDP
44|||00700,Westerly Town
45|||00100,Arial CDP
45|||00100,Central Town
45|||00100,Clemson City (part)
45|||00100,Easley City
45|||00100,Liberty Town
45|||00100,Norris Town
45|||00100,Oconee County
45|||00100,Pickens County
45|||00100,Pickens Town
45|||00100,Remainder of Oconee County
45|||00100,Remainder of Pickens County
45|||00100,Salem Town
45|||00100,Seneca City
45|||00100,Six Mile Town
45|||00100,Utica CDP
45|||00100,Walhalla City
45|||00100,Westminster City
45|||00100,West Union Town
45|||00201,Berea CDP
45|||00201,City View CDP
45|||00201,Dunean CDP
45|||00201,Five Forks CDP
45|||00201,Gantt CDP
45|||00201,Golden Grove CDP (part)
45|||00201,Greenville City
45|||00201,Greenville County (part)
45|||00201,Greer City (part)
45|||00201,Judson CDP
45|||00201,Mauldin City (part)
45|||00201,Parker CDP
45|||00201,Remainder of Greenville County (part)
45|||00201,Sans Souci CDP
45|||00201,Taylors CDP (part)
45|||00201,Travelers Rest City (part)
45|||00201,Wade Hampton CDP
45|||00201,Welcome CDP
45|||00202,Fountain Inn City (part)
45|||00202,Golden Grove CDP (part)
45|||00202,Greenville County (part)
45|||00202,Greer City (part)
45|||00202,Mauldin City (part)
45|||00202,Piedmont CDP (part)
45|||00202,Remainder of Greenville County (part)
45|||00202,Simpsonville City
45|||00202,Slater-Marietta CDP
45|||00202,Taylors CDP (part)
45|||00202,Travelers Rest City (part)
45|||00301,Remainder of Spartanburg County (part)
45|||00301,Roebuck CDP (part)
45|||00301,Saxon CDP
45|||00301,Southern Shops CDP
45|||00301,Spartanburg City
45|||00301,Spartanburg County (part)
45|||00301,Valley Falls CDP (part)
45|||00302,Boiling Springs CDP
45|||00302,Campobello Town
45|||00302,Central Pacolet Town
45|||00302,Chesnee City (part)
45|||00302,Cowpens Town
45|||00302,Duncan Town
45|||00302,Greer City (part)
45|||00302,Inman City
45|||00302,Inman Mills CDP
45|||00302,Landrum City
45|||00302,Lyman Town
45|||00302,Mayo CDP
45|||00302,Pacolet Town
45|||00302,Reidville Town
45|||00302,Remainder of Spartanburg County (part)
45|||00302,Roebuck CDP (part)
45|||00302,Spartanburg County (part)
45|||00302,Startex CDP
45|||00302,Valley Falls CDP (part)
45|||00302,Wellford City
45|||00302,Woodruff City
45|||00400,Blacksburg Town
45|||00400,Buffalo CDP
45|||00400,Carlisle Town
45|||00400,Cherokee County
45|||00400,Chesnee City (part)
45|||00400,Chester City
45|||00400,Chester County
45|||00400,East Gaffney CDP
45|||00400,Eureka Mill CDP
45|||00400,Fort Lawn Town
45|||00400,Gaffney City
45|||00400,Gayle Mill CDP
45|||00400,Great Falls Town
45|||00400,Jonesville Town
45|||00400,Lockhart Town
45|||00400,Lowrys Town
45|||00400,Monarch Mill CDP
45|||00400,Remainder of Cherokee County
45|||00400,Remainder of Chester County
45|||00400,Remainder of Union County
45|||00400,Richburg Town
45|||00400,Smyrna Town (part)
45|||00400,Union City
45|||00400,Union County
45|||00500,Clover Town
45|||00500,Fort Mill Town
45|||00500,Hickory Grove Town
45|||00500,India Hook CDP
45|||00500,Lake Wylie CDP
45|||00500,Lesslie CDP
45|||00500,McConnells Town
45|||00500,Newport CDP
45|||00500,Remainder of York County
45|||00500,Riverview CDP
45|||00500,Rock Hill City
45|||00500,Sharon Town
45|||00500,Smyrna Town (part)
45|||00500,Tega Cay City
45|||00500,York City
45|||00500,York County
45|||00600,Blythewood Town (part)
45|||00600,Clinton City
45|||00600,Cross Hill Town
45|||00600,Fairfield County
45|||00600,Fountain Inn City (part)
45|||00600,Gray Court Town
45|||00600,Joanna CDP
45|||00600,Laurens City
45|||00600,Laurens County
45|||00600,Little Mountain Town
45|||00600,Mountville CDP
45|||00600,Newberry County
45|||00600,Newberry Town
45|||00600,Peak Town
45|||00600,Pomaria Town
45|||00600,Princeton CDP
45|||00600,Prosperity Town
45|||00600,Remainder of Fairfield County
45|||00600,Remainder of Laurens County
45|||00600,Remainder of Newberry County
45|||00600,Ridgeway Town
45|||00600,Silverstreet Town
45|||00600,Ware Shoals Town (part)
45|||00600,Waterloo Town
45|||00600,Watts Mills CDP
45|||00600,Whitmire Town
45|||00600,Winnsboro Mills CDP
45|||00600,Winnsboro Town
45|||00700,Anderson City
45|||00700,Anderson County
45|||00700,Belton City
45|||00700,Centerville CDP
45|||00700,Clemson City (part)
45|||00700,Homeland Park CDP
45|||00700,Honea Path Town (part)
45|||00700,Iva Town
45|||00700,Northlake CDP
45|||00700,Pelzer Town
45|||00700,Pendleton Town
45|||00700,Piedmont CDP (part)
45|||00700,Powderville CDP
45|||00700,Remainder of Anderson County
45|||00700,Starr Town
45|||00700,West Pelzer Town
45|||00700,Williamston Town
45|||00800,Abbeville City
45|||00800,Abbeville County
45|||00800,Antreville CDP
45|||00800,Batesburg-Leesville Town (part)
45|||00800,Bradley CDP
45|||00800,Calhoun Falls Town
45|||00800,Clarks Hill CDP
45|||00800,Cokesbury CDP
45|||00800,Coronaca CDP
45|||00800,Donalds Town
45|||00800,Due West Town
45|||00800,Edgefield County
45|||00800,Edgefield Town
45|||00800,Greenwood City
45|||00800,Greenwood County
45|||00800,Hodges Town
45|||00800,Honea Path Town (part)
45|||00800,Johnston Town
45|||00800,Lake Secession CDP
45|||00800,Lowndesville Town
45|||00800,McCormick County
45|||00800,McCormick Town
45|||00800,Modoc CDP
45|||00800,Monetta Town (part)
45|||00800,Mount Carmel CDP
45|||00800,Murphys Estates CDP
45|||00800,Ninety Six Town
45|||00800,North Augusta City (part)
45|||00800,Parksville Town
45|||00800,Plum Branch Town
45|||00800,Promised Land CDP
45|||00800,Remainder of Abbeville County
45|||00800,Remainder of Edgefield County
45|||00800,Remainder of Greenwood County
45|||00800,Remainder of McCormick County
45|||00800,Remainder of Saluda County
45|||00800,Ridge Spring Town
45|||00800,Saluda County
45|||00800,Saluda Town
45|||00800,Trenton Town
45|||00800,Troy Town
45|||00800,Ward Town
45|||00800,Ware Shoals Town (part)
45|||00800,Willington CDP
45|||00900,Aiken City
45|||00900,Aiken County
45|||00900,Belvedere CDP
45|||00900,Burnettown Town
45|||00900,Clearwater CDP
45|||00900,Gloverville CDP
45|||00900,Jackson Town
45|||00900,Monetta Town (part)
45|||00900,New Ellenton Town
45|||00900,North Augusta City (part)
45|||00900,Perry Town
45|||00900,Remainder of Aiken County
45|||00900,Salley Town
45|||00900,Wagener Town
45|||00900,Windsor Town
45|||01001,Cayce City (part)
45|||01001,Chapin Town
45|||01001,Gaston Town (part)
45|||01001,Irmo Town (part)
45|||01001,Lexington County (part)
45|||01001,Oak Grove CDP (part)
45|||01001,Pine Ridge Town
45|||01001,Remainder of Lexington County (part)
45|||01001,Seven Oaks CDP
45|||01001,South Congaree Town
45|||01001,Springdale Town (part)
45|||01001,West Columbia City
45|||01002,Batesburg-Leesville Town (part)
45|||01002,Cayce City (part)
45|||01002,Gaston Town (part)
45|||01002,Gilbert Town
45|||01002,Lexington County (part)
45|||01002,Lexington Town
45|||01002,Oak Grove CDP (part)
45|||01002,Pelion Town
45|||01002,Red Bank CDP
45|||01002,Remainder of Lexington County (part)
45|||01002,Springdale Town (part)
45|||01002,Summit Town
45|||01002,Swansea Town
45|||01100,Columbia City (part)
45|||01100,Lexington County (part)
45|||01100,Richland County (part)
45|||01200,Arcadia Lakes Town
45|||01200,Blythewood Town (part)
45|||01200,Dentsville CDP
45|||01200,Eastover Town
45|||01200,Forest Acres City
45|||01200,Irmo Town (part)
45|||01200,Lake Murray of Richland CDP
45|||01200,Remainder of Richland County
45|||01200,Richland County (part)
45|||01200,St. Andrews CDP
45|||01200,Woodfield CDP
45|||01300,Bethune Town
45|||01300,Bishopville City
45|||01300,Camden City
45|||01300,Cheraw Town
45|||01300,Chesterfield County
45|||01300,Chesterfield Town
45|||01300,Elgin CDP
45|||01300,Elgin Town
45|||01300,Heath Springs Town
45|||01300,Irwin CDP
45|||01300,Jefferson Town
45|||01300,Kershaw County
45|||01300,Kershaw Town
45|||01300,Lancaster City
45|||01300,Lancaster County
45|||01300,Lancaster Mill CDP
45|||01300,Lee County
45|||01300,Lugoff CDP
45|||01300,Lynchburg Town
45|||01300,McBee Town
45|||01300,Mount Croghan Town
45|||01300,Pageland Town
45|||01300,Patrick Town
45|||01300,Remainder of Chesterfield County
45|||01300,Remainder of Kershaw County
45|||01300,Remainder of Lancaster County
45|||01300,Remainder of Lee County
45|||01300,Ruby Town
45|||01300,Springdale CDP
45|||01400,Bennettsville City
45|||01400,Blenheim Town
45|||01400,Clio Town
45|||01400,Darlington City
45|||01400,Darlington County
45|||01400,Dillon City
45|||01400,Dillon County
45|||01400,Hartsville City
45|||01400,Lake View Town
45|||01400,Lamar Town
45|||01400,Latta Town
45|||01400,Marlboro County
45|||01400,McColl Town
45|||01400,North Hartsville CDP
45|||01400,Remainder of Darlington County
45|||01400,Remainder of Dillon County
45|||01400,Remainder of Marlboro County
45|||01400,Society Hill Town
45|||01400,Tatum Town
45|||01500,Atlantic Beach Town
45|||01500,Aynor Town
45|||01500,Briarcliffe Acres Town
45|||01500,Bucksport CDP
45|||01500,Conway City
45|||01500,Forestbrook CDP
45|||01500,Garden City CDP
45|||01500,Horry County
45|||01500,Little River CDP
45|||01500,Loris City
45|||01500,Myrtle Beach City
45|||01500,North Myrtle Beach City
45|||01500,Red Hill CDP
45|||01500,Remainder of Horry County
45|||01500,Socastee CDP
45|||01500,Surfside Beach Town
45|||01600,Coward Town
45|||01600,Florence City
45|||01600,Florence County
45|||01600,Johnsonville City
45|||01600,Lake City City
45|||01600,Marion City
45|||01600,Marion County
45|||01600,Mullins City
45|||01600,Nichols Town
45|||01600,Olanta Town
45|||01600,Pamplico Town
45|||01600,Quinby Town
45|||01600,Remainder of Florence County
45|||01600,Remainder of Marion County
45|||01600,Scranton Town
45|||01600,Sellers Town
45|||01600,Timmonsville Town
45|||01700,Cane Savannah CDP
45|||01700,Cherryvale CDP
45|||01700,Dalzell CDP
45|||01700,East Sumter CDP
45|||01700,Lakewood CDP
45|||01700,Mayesville Town
45|||01700,Millwood CDP
45|||01700,Mulberry CDP
45|||01700,Oakland CDP
45|||01700,Oswego CDP
45|||01700,Pinewood Town
45|||01700,Privateer CDP
45|||01700,Remainder of Sumter County
45|||01700,Rembert CDP
45|||01700,Shiloh CDP
45|||01700,South Sumter CDP
45|||01700,Stateburg CDP
45|||01700,Sumter City
45|||01700,Sumter County
45|||01700,Wedgewood CDP
45|||01800,Allendale County
45|||01800,Allendale Town
45|||01800,Bamberg County
45|||01800,Bamberg Town
45|||01800,Barnwell City
45|||01800,Barnwell County
45|||01800,Blackville Town
45|||01800,Bowman Town
45|||01800,Branchville Town
45|||01800,Brookdale CDP
45|||01800,Brunson Town
45|||01800,Calhoun County
45|||01800,Cameron Town
45|||01800,Cope Town
45|||01800,Cordova Town
45|||01800,Denmark City
45|||01800,Edisto CDP
45|||01800,Ehrhardt Town
45|||01800,Elko Town
45|||01800,Elloree Town
45|||01800,Estill Town
45|||01800,Eutawville Town
45|||01800,Fairfax Town
45|||01800,Furman Town
45|||01800,Gifford Town
45|||01800,Govan Town
45|||01800,Hampton County
45|||01800,Hampton Town
45|||01800,Hilda Town
45|||01800,Holly Hill Town
45|||01800,Kline Town
45|||01800,Livingston Town
45|||01800,Luray Town
45|||01800,Neeses Town
45|||01800,North Town
45|||01800,Norway Town
45|||01800,Olar Town
45|||01800,Orangeburg City
45|||01800,Orangeburg County
45|||01800,Remainder of Allendale County
45|||01800,Remainder of Bamberg County
